"url","routeType","qualityClass","originalStatus","originalFinalDestination","originalCanonical","originalRobots","originalXRobots","originalSitemap","finalStatus","finalFinalDestination","finalCanonical","finalRobots","finalXRobots","finalSitemap","googleIndexStatus","lastCrawl","gscClicks","gscImpressions","meaningfulContentWithoutInteraction","title","metaDescription","h1","pagePurpose","intendedAudience","primarySearchIntent","substantiveDepth","visibleAuthorship","publishedOrUpdatedDate","citations","internalLinksInOriginal","internalLinksOutOriginal","internalLinksInFinal","internalLinksOutFinal","structuredData","duplicationOrOverlap","completeness","originalAnalysisOrFirsthandExpertise","disposition","adsenseRisk"
"https://communityacquiredfinance.com/articles/medicare-options-explained","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/medicare-options-explained","https://communityacquiredfinance.com/articles/medicare-options-explained","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/medicare-options-explained","https://communityacquiredfinance.com/articles/medicare-options-explained","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Medicare Options Explained | Community Acquired Finance","Understand Original Medicare, Medicare Advantage, Part D, Medigap, and Medicaid without getting buried in insurance language.","Medicare Options Explained","Understand Original Medicare, Medicare Advantage, Part D, Medigap, and Medicaid without getting buried in insurance language.","patients, families, and caregivers","learn and prepare next steps","999 visible words","visible","not visible","6","4","23","4","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/medicare-vs-medicaid-what-is-the-difference","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/medicare-vs-medicaid-what-is-the-difference","https://communityacquiredfinance.com/articles/medicare-vs-medicaid-what-is-the-difference","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/medicare-vs-medicaid-what-is-the-difference","https://communityacquiredfinance.com/articles/medicare-vs-medicaid-what-is-the-difference","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","10","yes","Medicare vs Medicaid: What Is the Difference? | Community Acquired Finance","Separate Medicare and Medicaid in plain English so patients and families know which program solves which problem.","Medicare vs Medicaid: What Is the Difference?","Separate Medicare and Medicaid in plain English so patients and families know which program solves which problem.","patients, families, and caregivers","learn and prepare next steps","666 visible words","visible","not visible","4","6","23","6","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/money-stress-after-hard-shift","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/money-stress-after-hard-shift","https://communityacquiredfinance.com/articles/money-stress-after-hard-shift","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/money-stress-after-hard-shift","https://communityacquiredfinance.com/articles/money-stress-after-hard-shift","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","1","yes","Money Stress After a Hard Shift | Community Acquired Finance","How to stop stress from turning into spending, avoidance, or panic decisions after exhausting healthcare work.","Money Stress After a Hard Shift","How to stop stress from turning into spending, avoidance, or panic decisions after exhausting healthcare work.","general public","learn and prepare next steps","653 visible words","visible","not visible","2","1","26","1","26","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/network-checklist-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/network-checklist-open-enrollment","https://communityacquiredfinance.com/articles/network-checklist-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/network-checklist-open-enrollment","https://communityacquiredfinance.com/articles/network-checklist-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","In-Network Is Not One Checkbox: What to Verify During Open Enrollment | Community Acquired Finance","Use a practical network checklist before choosing a plan for the next year.","In-Network Is Not One Checkbox: What to Verify During Open Enrollment","Use a practical network checklist before choosing a plan for the next year.","general public","learn and prepare next steps","555 visible words","visible","not visible","3","3","25","3","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/new-home-oxygen-nebulizer-guide","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/new-home-oxygen-nebulizer-guide","https://communityacquiredfinance.com/articles/new-home-oxygen-nebulizer-guide","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/new-home-oxygen-nebulizer-guide","https://communityacquiredfinance.com/articles/new-home-oxygen-nebulizer-guide","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","New Home Oxygen and Nebulizer Guide | Community Acquired Finance","Prepare the equipment, safety, supplier, backup-power, cleaning, and follow-up questions needed before the first night with home oxygen or a nebulizer.","New Home Oxygen and Nebulizer Guide","Prepare the equipment, safety, supplier, backup-power, cleaning, and follow-up questions needed before the first night with home oxygen or a nebulizer.","general public","learn and prepare next steps","898 visible words","visible","not visible","3","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/obbb-overtime-tax-deduction-healthcare-workers","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/obbb-overtime-tax-deduction-healthcare-workers","https://communityacquiredfinance.com/articles/obbb-overtime-tax-deduction-healthcare-workers","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/obbb-overtime-tax-deduction-healthcare-workers","https://communityacquiredfinance.com/articles/obbb-overtime-tax-deduction-healthcare-workers","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","16","yes","The OBBB Overtime Tax Deduction, Explained for Healthcare Workers | Community Acquired Finance","Understand why the new overtime rule matters, what part of overtime may qualify, and why it is not the same as making every overtime dollar tax-free.","The OBBB Overtime Tax Deduction, Explained for Healthcare Workers","Understand why the new overtime rule matters, what part of overtime may qualify, and why it is not the same as making every overtime dollar tax-free.","general public","learn and prepare next steps","1203 visible words","visible","not visible","3","4","23","4","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/observation-vs-inpatient-status","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/observation-vs-inpatient-status","https://communityacquiredfinance.com/articles/observation-vs-inpatient-status","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/observation-vs-inpatient-status","https://communityacquiredfinance.com/articles/observation-vs-inpatient-status","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Observation vs Inpatient Status: The Hospital Word That Can Change the Bill | Community Acquired Finance","Understand why staying overnight does not always mean a patient was formally admitted as an inpatient.","Observation vs Inpatient Status: The Hospital Word That Can Change the Bill","Understand why staying overnight does not always mean a patient was formally admitted as an inpatient.","patients, families, and caregivers","learn and prepare next steps","699 visible words","visible","not visible","1","4","25","4","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/open-enrollment-mistakes-healthcare-workers","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/open-enrollment-mistakes-healthcare-workers","https://communityacquiredfinance.com/articles/open-enrollment-mistakes-healthcare-workers","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/open-enrollment-mistakes-healthcare-workers","https://communityacquiredfinance.com/articles/open-enrollment-mistakes-healthcare-workers","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","7","yes","Open Enrollment Mistakes Healthcare Workers Make Every Year | Community Acquired Finance","Avoid the benefit choices that quietly raise risk, reduce take-home pay, or leave healthcare workers underprotected.","Open Enrollment Mistakes Healthcare Workers Make Every Year","Avoid the benefit choices that quietly raise risk, reduce take-home pay, or leave healthcare workers underprotected.","healthcare workers","learn and prepare next steps","680 visible words","visible","not visible","5","2","25","2","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/open-enrollment-paycheck-impact","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/open-enrollment-paycheck-impact","https://communityacquiredfinance.com/articles/open-enrollment-paycheck-impact","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/open-enrollment-paycheck-impact","https://communityacquiredfinance.com/articles/open-enrollment-paycheck-impact","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","How Open Enrollment Changes Your Paycheck | Community Acquired Finance","See how benefit elections stack up before your first paycheck of the new plan year surprises you.","How Open Enrollment Changes Your Paycheck","See how benefit elections stack up before your first paycheck of the new plan year surprises you.","general public","learn and prepare next steps","559 visible words","visible","not visible","2","6","25","6","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/plain-english-glossary","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/plain-english-glossary","https://communityacquiredfinance.com/articles/plain-english-glossary","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/plain-english-glossary","https://communityacquiredfinance.com/articles/plain-english-glossary","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Plain-English Healthcare Finance Glossary | Community Acquired Finance","Insurance and Medicare terms defined like a human, not like a benefits packet.","Plain-English Healthcare Finance Glossary","Insurance and Medicare terms defined like a human, not like a benefits packet.","patients, families, and caregivers","learn and prepare next steps","1111 visible words","visible","not visible","10","6","23","6","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/premium-deductible-out-of-pocket-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/premium-deductible-out-of-pocket-open-enrollment","https://communityacquiredfinance.com/articles/premium-deductible-out-of-pocket-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/premium-deductible-out-of-pocket-open-enrollment","https://communityacquiredfinance.com/articles/premium-deductible-out-of-pocket-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Premium, Deductible, and Out-of-Pocket Max: How to Compare Health Plans | Community Acquired Finance","Learn the three numbers that decide whether a health plan is cheap, risky, or actually a good fit.","Premium, Deductible, and Out-of-Pocket Max: How to Compare Health Plans","Learn the three numbers that decide whether a health plan is cheap, risky, or actually a good fit.","general public","learn and prepare next steps","779 visible words","visible","not visible","5","5","28","5","28","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/prescription-coverage-open-enrollment-checklist","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/prescription-coverage-open-enrollment-checklist","https://communityacquiredfinance.com/articles/prescription-coverage-open-enrollment-checklist","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/prescription-coverage-open-enrollment-checklist","https://communityacquiredfinance.com/articles/prescription-coverage-open-enrollment-checklist","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","24","yes","How to Check Prescription Drug Coverage Before Choosing a Health Plan | Community Acquired Finance","Check prescription drug coverage before choosing a health plan, including formularies, tiers, pharmacies, deductibles, and prior authorization.","How to Check Prescription Drug Coverage Before Choosing a Health Plan","Check prescription drug coverage before choosing a health plan, including formularies, tiers, pharmacies, deductibles, and prior authorization.","general public","learn and prepare next steps","1060 visible words","visible","not visible","3","8","30","8","30","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/prior-authorization-explained","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/prior-authorization-explained","https://communityacquiredfinance.com/articles/prior-authorization-explained","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/prior-authorization-explained","https://communityacquiredfinance.com/articles/prior-authorization-explained","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","9","yes","What Is Prior Authorization? Why Insurance Can Delay Doctor-Recommended Care | Community Acquired Finance","Learn what prior authorization is, why insurance may delay doctor-recommended care, and what to do when a request is pending or denied.","What Is Prior Authorization? Why Insurance Can Delay Doctor-Recommended Care","Learn what prior authorization is, why insurance may delay doctor-recommended care, and what to do when a request is pending or denied.","general public","learn and prepare next steps","1040 visible words","visible","not visible","3","1","25","1","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/roth-vs-traditional-403b-healthcare-workers","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/roth-vs-traditional-403b-healthcare-workers","https://communityacquiredfinance.com/articles/roth-vs-traditional-403b-healthcare-workers","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/roth-vs-traditional-403b-healthcare-workers","https://communityacquiredfinance.com/articles/roth-vs-traditional-403b-healthcare-workers","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","4","yes","Roth vs Traditional 403(b) for Healthcare Workers | Community Acquired Finance","A practical way to think about current tax savings, future tax flexibility, and paycheck stress when choosing 403(b) contributions.","Roth vs Traditional 403(b) for Healthcare Workers","A practical way to think about current tax savings, future tax flexibility, and paycheck stress when choosing 403(b) contributions.","general public","learn and prepare next steps","819 visible words","visible","not visible","2","9","28","9","28","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/safe-hospital-discharge-first-72-hours","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/safe-hospital-discharge-first-72-hours","https://communityacquiredfinance.com/articles/safe-hospital-discharge-first-72-hours","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/safe-hospital-discharge-first-72-hours","https://communityacquiredfinance.com/articles/safe-hospital-discharge-first-72-hours","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Safe Hospital Discharge and the First 72 Hours at Home | Community Acquired Finance","Use one practical plan to verify medicines, follow-up, equipment, home support, and unresolved questions before the first night at home.","Safe Hospital Discharge and the First 72 Hours at Home","Use one practical plan to verify medicines, follow-up, equipment, home support, and unresolved questions before the first night at home.","general public","learn and prepare next steps","927 visible words","visible","not visible","2","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/savings-rate-that-actually-changes-your-life","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/savings-rate-that-actually-changes-your-life","https://communityacquiredfinance.com/articles/savings-rate-that-actually-changes-your-life","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/savings-rate-that-actually-changes-your-life","https://communityacquiredfinance.com/articles/savings-rate-that-actually-changes-your-life","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","2","yes","The Savings Rate That Actually Changes Your Life | Community Acquired Finance","Why savings rate matters more than tiny budgeting hacks, especially for healthcare workers trying to buy back time.","The Savings Rate That Actually Changes Your Life","Why savings rate matters more than tiny budgeting hacks, especially for healthcare workers trying to buy back time.","healthcare workers","learn and prepare next steps","662 visible words","visible","not visible","3","3","24","3","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/short-term-rehab-after-hospital","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/short-term-rehab-after-hospital","https://communityacquiredfinance.com/articles/short-term-rehab-after-hospital","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/short-term-rehab-after-hospital","https://communityacquiredfinance.com/articles/short-term-rehab-after-hospital","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","2","yes","Short-Term Rehab After the Hospital | Community Acquired Finance","Learn what Medicare and Medicaid may cover when a patient needs rehab after hospitalization.","Short-Term Rehab After the Hospital","Learn what Medicare and Medicaid may cover when a patient needs rehab after hospitalization.","patients, families, and caregivers","learn and prepare next steps","916 visible words","visible","not visible","4","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/spouse-family-health-insurance-open-enrollment","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/spouse-family-health-insurance-open-enrollment","https://communityacquiredfinance.com/articles/spouse-family-health-insurance-open-enrollment","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/spouse-family-health-insurance-open-enrollment","https://communityacquiredfinance.com/articles/spouse-family-health-insurance-open-enrollment","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","70","yes","Can You Add a Spouse to Your Health Insurance? Rules, Costs, and Dual Coverage | Community Acquired Finance","Learn when you can add a spouse to health insurance, how qualifying life events work, and how to compare surcharges, dual coverage, and family costs.","Can You Add a Spouse to Your Health Insurance? Rules, Costs, and Dual Coverage","Learn when you can add a spouse to health insurance, how qualifying life events work, and how to compare surcharges, dual coverage, and family costs.","patients, families, and caregivers","learn and prepare next steps","1124 visible words","visible","not visible","4","9","29","9","29","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/use-credit-cards-without-credit-card-debt","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/use-credit-cards-without-credit-card-debt","https://communityacquiredfinance.com/articles/use-credit-cards-without-credit-card-debt","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/use-credit-cards-without-credit-card-debt","https://communityacquiredfinance.com/articles/use-credit-cards-without-credit-card-debt","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","27","yes","How to Use a Credit Card Without Carrying Credit Card Debt | Community Acquired Finance","Learn how to use a credit card, build credit, set up full-balance autopay, use secured-card guardrails, and avoid expensive credit-card debt.","How to Use a Credit Card Without Carrying Credit Card Debt","Learn how to use a credit card, build credit, set up full-balance autopay, use secured-card guardrails, and avoid expensive credit-card debt.","general public","learn and prepare next steps","1701 visible words","visible","not visible","4","2","24","2","24","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/what-does-medicare-not-cover","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/what-does-medicare-not-cover","https://communityacquiredfinance.com/articles/what-does-medicare-not-cover","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/what-does-medicare-not-cover","https://communityacquiredfinance.com/articles/what-does-medicare-not-cover","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","18","yes","What Does Medicare Not Cover? | Community Acquired Finance","A plain-English list of common Medicare coverage gaps that create surprise costs for patients and families.","What Does Medicare Not Cover?","A plain-English list of common Medicare coverage gaps that create surprise costs for patients and families.","patients, families, and caregivers","learn and prepare next steps","632 visible words","visible","not visible","4","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/what-employer-benefit-changes-should-i-compare","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/what-employer-benefit-changes-should-i-compare","https://communityacquiredfinance.com/articles/what-employer-benefit-changes-should-i-compare","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/what-employer-benefit-changes-should-i-compare","https://communityacquiredfinance.com/articles/what-employer-benefit-changes-should-i-compare","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","What Employer-Benefit Changes Should I Compare During Open Enrollment? | Community Acquired Finance","Compare the changes that can alter cost, access, employer value, or protection before you repeat last year's elections.","What Employer-Benefit Changes Should I Compare During Open Enrollment?","Compare the changes that can alter cost, access, employer value, or protection before you repeat last year's elections.","general public","learn and prepare next steps","1326 visible words","visible","not visible","5","8","29","8","29","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/why-am-i-getting-a-blood-thinner-in-the-hospital","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/why-am-i-getting-a-blood-thinner-in-the-hospital","https://communityacquiredfinance.com/articles/why-am-i-getting-a-blood-thinner-in-the-hospital","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/why-am-i-getting-a-blood-thinner-in-the-hospital","https://communityacquiredfinance.com/articles/why-am-i-getting-a-blood-thinner-in-the-hospital","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Why Am I Getting a Blood Thinner in the Hospital? | Community Acquired Finance","A plain-English explanation of why hospitals use blood thinners, what common options do differently, and what to ask before accepting or declining a dose.","Why Am I Getting a Blood Thinner in the Hospital?","A plain-English explanation of why hospitals use blood thinners, what common options do differently, and what to ask before accepting or declining a dose.","patients, families, and caregivers","learn and prepare next steps","1570 visible words","visible","not visible","6","2","25","2","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/why-did-the-hospital-stop-or-change-my-home-medications","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/why-did-the-hospital-stop-or-change-my-home-medications","https://communityacquiredfinance.com/articles/why-did-the-hospital-stop-or-change-my-home-medications","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/why-did-the-hospital-stop-or-change-my-home-medications","https://communityacquiredfinance.com/articles/why-did-the-hospital-stop-or-change-my-home-medications","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Why Did the Hospital Stop or Change My Home Medications? | Community Acquired Finance","A plain-English guide to temporary medication holds, substitutions, timing changes, and the questions that prevent confusion at discharge.","Why Did the Hospital Stop or Change My Home Medications?","A plain-English guide to temporary medication holds, substitutions, timing changes, and the questions that prevent confusion at discharge.","general public","learn and prepare next steps","1397 visible words","visible","not visible","4","2","25","2","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/why-do-i-still-owe-money-with-medicare","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/why-do-i-still-owe-money-with-medicare","https://communityacquiredfinance.com/articles/why-do-i-still-owe-money-with-medicare","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/why-do-i-still-owe-money-with-medicare","https://communityacquiredfinance.com/articles/why-do-i-still-owe-money-with-medicare","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","1","yes","Why Do I Still Owe Money With Medicare? | Community Acquired Finance","Explain why Medicare can pay part of a claim while the patient still owes premiums, deductibles, copays, coinsurance, or uncovered costs.","Why Do I Still Owe Money With Medicare?","Explain why Medicare can pay part of a claim while the patient still owes premiums, deductibles, copays, coinsurance, or uncovered costs.","patients, families, and caregivers","learn and prepare next steps","709 visible words","visible","not visible","4","2","23","2","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/why-er-visit-is-expensive","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/why-er-visit-is-expensive","https://communityacquiredfinance.com/articles/why-er-visit-is-expensive","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/why-er-visit-is-expensive","https://communityacquiredfinance.com/articles/why-er-visit-is-expensive","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Why an ER Visit Can Be So Expensive | Community Acquired Finance","Understand the pieces that can turn one emergency visit into several separate charges.","Why an ER Visit Can Be So Expensive","Understand the pieces that can turn one emergency visit into several separate charges.","general public","learn and prepare next steps","952 visible words","visible","not visible","4","4","25","4","25","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/why-one-hospital-visit-can-create-multiple-bills","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/why-one-hospital-visit-can-create-multiple-bills","https://communityacquiredfinance.com/articles/why-one-hospital-visit-can-create-multiple-bills","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/why-one-hospital-visit-can-create-multiple-bills","https://communityacquiredfinance.com/articles/why-one-hospital-visit-can-create-multiple-bills","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Why One Hospital Visit Can Create Multiple Bills | Community Acquired Finance","Understand why a single ER visit, surgery, or hospital stay can produce separate bills from different groups.","Why One Hospital Visit Can Create Multiple Bills","Understand why a single ER visit, surgery, or hospital stay can produce separate bills from different groups.","patients, families, and caregivers","learn and prepare next steps","923 visible words","visible","not visible","4","7","30","7","30","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/articles/workplace-benefits-definitions","article","1. Strong standalone educational resource","200","https://communityacquiredfinance.com/articles/workplace-benefits-definitions","https://communityacquiredfinance.com/articles/workplace-benefits-definitions","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/articles/workplace-benefits-definitions","https://communityacquiredfinance.com/articles/workplace-benefits-definitions","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","0","yes","Workplace Benefits Definitions | Community Acquired Finance","Decode open enrollment paperwork without calling HR.","Workplace Benefits Definitions","Decode open enrollment paperwork without calling HR.","general public","learn and prepare next steps","1377 visible words","visible","not visible","2","4","23","4","23","Article; BreadcrumbList","no exact metadata duplication detected","complete for final disposition","visible RN authorship or founder perspective","retain","low"
"https://communityacquiredfinance.com/build-wealth","hub","3. Legitimate navigational or trust page","200","https://communityacquiredfinance.com/build-wealth","https://communityacquiredfinance.com/build-wealth","index, follow, max-image-preview:large","","yes","200 expected","https://communityacquiredfinance.com/build-wealth","https://communityacquiredfinance.com/build-wealth","index, follow, max-image-preview:large","","yes","URL-level status unavailable; coverage export is aggregate only","unavailable in attached exports","0","1","yes","Financial Independence, Retirement, and Investing | Community Acquired Finance","Build a practical plan for cash, debt, retirement contributions, diversified investing, and long-term financial independence.","Build future flexibility in the right order.","Build a practical plan for cash, debt, retirement contributions, diversified investing, and long-term financial independence.","general public","navigate or use a supporting resource","600 visible words","not visible","not visible","0","168","34","162","34","BreadcrumbList; CollectionPage","no exact metadata duplication detected","complete for final disposition","not applicable or not visibly asserted","retain","low"
