route,route_class,audience,primary_intent,page_promise,baseline_cta,baseline_destination,baseline_global_endcaps,implemented_cta,implemented_destination,action_owner,disposition,analytics,change_reason,recommendation
"/articles/why-do-i-still-owe-money-with-medicare","article","patients_caregivers","Why Do I Still Owe Money With Medicare?","Explain why Medicare can pay part of a claim while the patient still owes premiums, deductibles, copays, coinsurance, or uncovered costs.","Equal-weight article next-step cards","Article/category-dependent","0","Equal-weight article next-step cards","Article/category-dependent","none","deferred_rank_1","existing contract retained","none","Audit article-specific intent and replace broad fallbacks only with evidence-backed direct handoffs."
"/articles/why-er-visit-is-expensive","article","patients_caregivers","Why an ER Visit Can Be So Expensive","Understand the pieces that can turn one emergency visit into several separate charges.","Equal-weight article next-step cards","Article/category-dependent","0","Equal-weight article next-step cards","Article/category-dependent","none","deferred_rank_1","existing contract retained","none","Audit article-specific intent and replace broad fallbacks only with evidence-backed direct handoffs."
"/articles/why-one-hospital-visit-can-create-multiple-bills","article","patients_caregivers","Why One Hospital Visit Can Create Multiple Bills","Understand why a single ER visit, surgery, or hospital stay can produce separate bills from different groups.","2 independently rendered global endcaps","Multiple competing destinations","2","One governed medical_bill endcap","Owner-specific destination","medical_bill","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/articles/workplace-benefits-definitions","article","healthcare_workers","Workplace Benefits Definitions","Decode open enrollment paperwork without calling HR.","Equal-weight article next-step cards","Article/category-dependent","0","Equal-weight article next-step cards","Article/category-dependent","none","deferred_rank_1","existing contract retained","none","Audit article-specific intent and replace broad fallbacks only with evidence-backed direct handoffs."
"/build-wealth","hub_or_guide","healthcare_workers","Build Wealth as a Healthcare Worker","A practical path for healthcare workers to organize cash, debt, retirement contributions, investing, and financial independence.","2 independently rendered global endcaps","Multiple competing destinations","2","One governed seo_pathway endcap","Owner-specific destination","seo_pathway","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/contact","trust_reference","everyone","Contact Community Acquired Finance","Contact Community Acquired Finance with feedback, corrections, source questions, topic suggestions, privacy requests, or accessibility concerns.","Reference navigation only","Related trust or site navigation","0","No primary conversion CTA appropriate","None","none","no_primary_cta_appropriate","existing contract retained","none","Keep trust and legal pages free of conversion pressure."
"/disclosures","hub_or_guide","everyone","Disclosures","Review educational, financial, medical, advertising, affiliate, and conflict-of-interest disclosures for Community Acquired Finance.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/editorial-policy","hub_or_guide","everyone","Editorial Policy","Review the editorial standards for accuracy, sourcing, independence, corrections, and healthcare financial education.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/glossary","hub_or_guide","everyone","Healthcare Finance Glossary","Plain-English definitions for health insurance, Medicare, Medicaid, medical billing, retirement accounts, workplace benefits, and hospital finance terms.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/guides","hub_or_guide","everyone","Healthcare Finance Quick Guides","Download and use concise, source-backed guides for Medicare, Medicaid, hospital discharge, medical bills, and healthcare financial decisions.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/guides/hospital-discharge-medicare","hub_or_guide","patients_caregivers","Hospital Discharge, Medicare, and Long-Term Care Guide","A practical guide for patients, caregivers, and healthcare workers navigating rehab, home health, equipment, Medicare, Medicaid, and long-term care after discharge.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/healthcare-workers","hub_or_guide","healthcare_workers","Financial Guides for Healthcare Workers","Plain-English guidance for healthcare-worker paychecks, benefits, retirement accounts, burnout spending, career flexibility, and wealth building.","3 independently rendered global endcaps","Multiple competing destinations","3","One governed seo_pathway endcap","Owner-specific destination","seo_pathway","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/healthcare-workers/career-decisions","hub_or_guide","healthcare_workers","Healthcare Career Decision Center","Compare healthcare roles using total compensation, schedule, call, travel, career trajectory, transition risks, negotiation questions, and actions before resigning.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/healthcare-workers/paycheck-tools","hub_or_guide","healthcare_workers","Healthcare Worker Paycheck Tools","Use RN-focused paycheck, overtime, retirement contribution, and savings tools built for healthcare workers.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance","hub_or_guide","patients_caregivers","Health Insurance and Workplace Benefits","Decision tools and plain-English guides for health insurance, open enrollment, EOBs, medical bills, prior authorization, and workplace benefits.","3 independently rendered global endcaps","Multiple competing destinations","3","One governed seo_pathway endcap","Owner-specific destination","seo_pathway","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/insurance/commercial-insurance-comparison","hub_or_guide","patients_caregivers","Health Insurance Comparison Framework","Compare health plans by total cost, network, prescriptions, prior authorization, and worst-case exposure without insurer rankings or sales pressure.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/health-insurance-plan-types","hub_or_guide","patients_caregivers","Health Insurance Plan Types Explained","Compare HMO, PPO, EPO, POS, HDHP, and other health insurance plan structures without insurance jargon.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/hospital-discharge-coverage","hub_or_guide","patients_caregivers","Hospital Discharge Coverage Guide","Check coverage questions for rehab, skilled nursing, home health, equipment, transportation, prescriptions, and post-hospital care.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/how-to-read-an-sbc","hub_or_guide","patients_caregivers","How to Read a Summary of Benefits and Coverage","Learn how to read an SBC, including premiums, deductibles, copays, coinsurance, networks, exclusions, and coverage examples.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/medical-bill-review-toolkit","hub_or_guide","patients_caregivers","Medical Bill Review Toolkit","Review a medical bill against the EOB, allowed amount, insurance payment, coding, network status, and financial assistance options before paying.","3 independently rendered global endcaps","Multiple competing destinations","3","One governed medical_bill endcap","Owner-specific destination","medical_bill","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/insurance/medicare-advantage","hub_or_guide","patients_caregivers","Medicare Advantage Comparison Guide","Compare Medicare Advantage with Original Medicare using networks, prior authorization, drug coverage, benefits, and maximum out-of-pocket exposure.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/medicare-advantage-vs-medigap","hub_or_guide","patients_caregivers","Medicare Advantage vs Medigap","Compare Medicare Advantage and Original Medicare with Medigap by provider access, premiums, cost-sharing, travel, networks, and underwriting considerations.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/medication-coverage-checklist","hub_or_guide","patients_caregivers","Medication Coverage Checklist","Check formularies, tiers, pharmacies, prior authorization, quantity limits, step therapy, and estimated prescription costs.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/insurance/what-medicare-advantage-marketing-may-not-emphasize","hub_or_guide","patients_caregivers","What Medicare Advantage Marketing May Not Emphasize","Review networks, prior authorization, post-acute care, drug coverage, travel, and maximum out-of-pocket exposure before choosing a plan.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/medicare-care-costs","hub_or_guide","patients_caregivers","Medicare, Medicaid, and Long-Term Care Cost Hub","Understand Medicare, Medicaid, Medigap, Medicare Advantage, cost exposure, skilled care, custodial care, and long-term care planning.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","seo_pathway","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/medicare-care-costs/turning-65","hub_or_guide","patients_caregivers","Turning 65 Medicare Enrollment Pathway","Build a qualified Medicare enrollment timeline using current coverage, active employment, employer size, HSA, prescription coverage, spouse coverage, and official next steps.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/methodology","hub_or_guide","everyone","Research and Editorial Methodology","See how Community Acquired Finance selects sources, checks claims, updates educational content, and separates editorial judgment from monetization.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/newsletter","hub_or_guide","everyone","Community Acquired Finance Newsletter","Get practical, low-frequency updates on healthcare-worker finances, medical bills, insurance, benefits, Medicare, and new calculators.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/open-enrollment","hub_or_guide","everyone","Open Enrollment Guide for Healthcare Workers","Compare premiums, deductibles, networks, prescriptions, HSAs, FSAs, supplemental benefits, and paycheck impact before choosing coverage.","3 independently rendered global endcaps","Multiple competing destinations","3","One governed seo_pathway endcap","Owner-specific destination","seo_pathway","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/patients-families","hub_or_guide","patients_caregivers","Patient and Caregiver Healthcare Guides","Choose a clear path for a hospital stay, discharge, rehabilitation, medical bills, denied care, medication coverage, Medicare, Medicaid, or long-term care.","3 independently rendered global endcaps","Multiple competing destinations","3","One governed medical_bill endcap","Owner-specific destination","medical_bill","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/patients-families/diagnosis-explained/acute-kidney-injury","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/atrial-fibrillation","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/bowel-obstruction","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/copd","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/dyslipidemia","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/gastrointestinal-bleeding","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/heart-failure","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/hypertension","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/diagnosis-explained/kidney-failure","diagnosis_guide","patients_caregivers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/patients-families/hospital-guide","hub_or_guide","patients_caregivers","Hospital & Patient Guide: Understand a Hospital Stay","Understand what commonly happens before, during, and after a hospital stay, including medications, discharge planning, insurance coverage, and medical bills.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/privacy-policy","hub_or_guide","everyone","Privacy Policy","Read the Community Acquired Finance privacy policy.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/start-here","hub_or_guide","everyone","Start Here","Choose a practical starting point for medical bills, healthcare-worker finances, insurance benefits, Medicare, Medicaid, or retirement decisions.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","benefits_workspace","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/student-loans","hub_or_guide","everyone","Student Loan Guide for Healthcare Workers","A practical overview of student loan payment decisions, refinancing tradeoffs, and repayment planning for healthcare workers.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/terms-of-use","hub_or_guide","everyone","Terms of Use","Read the Community Acquired Finance terms of use and educational limitations.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools","hub_or_guide","everyone","Healthcare Finance Calculators and Checklists","Free calculators and decision tools for 403(b) contributions, health insurance costs, medical bills, Medicare, open enrollment, and hospital discharge.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/403b-paycheck-calculator","tool","healthcare_workers","403(b) Paycheck and Employer Match Calculator","Estimate a 403(b) payroll contribution, model common employer matching or non-elective formulas, and identify plan terms to verify before changing payroll.","2 independently rendered global endcaps","Multiple competing destinations","2","One governed benefits_workspace endcap","Owner-specific destination","benefits_workspace","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/tools/benefits-change-detector","tool","everyone","Benefits Change Detector","Find workplace benefit changes that deserve attention, prepare verification questions, and create a private annual Benefits Change Receipt.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/benefits-command-center","tool","healthcare_workers","Page Not Found","The requested page could not be found.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/childcare-benefits-decision-guide","tool","everyone","Dependent Care FSA and Childcare Benefits Decision Guide","Coordinate a 2026 Dependent Care FSA, employer childcare help, predictable expenses, and federal tax-credit questions.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/debt-vs-retirement-router","tool","everyone","Debt vs Retirement Contribution Decision Router","Order emergency savings, employer match, high-cost debt, federal loan protections, and sustainable retirement progress.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/employer-benefits-action-plan","tool","healthcare_workers","Employer Benefits Action Plan","Combine employer retirement, health insurance, and HSA details into a prioritized, plain-English benefits action plan without connecting an HR portal.","2 independently rendered global endcaps","Multiple competing destinations","2","One governed benefits_workspace endcap","Owner-specific destination","benefits_workspace","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/tools/eob-to-bill-match-checker","tool","patients_caregivers","EOB to Medical Bill Match Checker","Compare a provider bill with an Explanation of Benefits to identify mismatched patient responsibility, allowed amounts, and insurer payments.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","navigator","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/financial-assistance-checklist","tool","patients_caregivers","Financial Assistance Checklist","Prepare the documents and questions for hospital charity care or financial assistance.","Open the tool","Same-page #tool anchor","0","Check assistance steps","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/health-insurance-visit-cost-calculator","tool","everyone","Patient Cost Share Calculator","Estimate covered in-network patient responsibility using the plan's deductible, copay or coinsurance rule, allowed amount, and out-of-pocket progress.","Open the tool","Same-page #tool anchor","0","Estimate my visit cost","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/healthcare-worker-benefits-blueprint","tool","healthcare_workers","Healthcare Worker Benefits Blueprint","Build a goal-first workplace benefits blueprint for retirement contributions, health-plan fit, HSA questions, coverage tier, and open enrollment.","2 independently rendered global endcaps","Multiple competing destinations","2","One governed benefits_workspace endcap","Owner-specific destination","benefits_workspace","changed","directional_cta_clicked or retained journey-specific event","single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/tools/healthcare-worker-total-compensation-comparison","tool","healthcare_workers","Healthcare Worker Total Compensation Calculator","Compare two healthcare jobs using salary or hourly pay, overtime, shift differentials, employer benefits, insurance premiums, commuting costs, PTO, and effective hourly value.","2 independently rendered global endcaps","Multiple competing destinations","2","Compare the two offers","Same-page #comparison anchor","page","changed","directional_cta_clicked or retained journey-specific event","compensation_primary_and_handoff+single_global_endcap_owner","Keep a single route owner; re-add an endcap only with an explicit precedence decision."
"/tools/hospital-bill-review-checklist","tool","patients_caregivers","Hospital Bill Review Checklist","Organize the first review of a large, confusing, or surprising healthcare balance.","Open the tool","Same-page #tool anchor","0","Build my bill-review checklist","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/hospital-cafe-savings-calculator","tool","healthcare_workers","Hospital Cafe Savings Rate Calculator","See what recurring shift spending adds up to and what redirecting part of it could become.","Open the tool","Same-page #tool anchor","0","Estimate my savings plan","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/hospital-discharge-medicare-checklist","tool","patients_caregivers","Hospital Discharge Medicare Checklist","Use a step-by-step checklist to verify hospital status, rehab eligibility, authorization, networks, costs, and post-discharge coverage.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/hsa-vs-fsa-decision-helper","tool","everyone","HSA vs FSA Decision Helper","Compare tax savings, employer money, deductible risk, forfeiture risk, and provider needs.","Open the tool","Same-page #tool anchor","0","Compare HSA and FSA options","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/medical-appointment-cost-preparation","tool","everyone","Medical Appointment Cost Preparation Tool","Prepare network, authorization, estimate, facility-fee, separate-bill, payment, and financial-assistance questions before planned care.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/medical-bill-review-flow","tool","patients_caregivers","Medical Bill Review Flow","Work through a confusing medical bill step by step using the EOB, itemized charges, network status, insurer processing, and financial assistance.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","navigator","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/medicare-advantage-plan-helper","tool","patients_caregivers","Medicare Advantage Plan Comparison Helper","Organize doctors, hospitals, prescriptions, networks, authorization rules, extra benefits, and maximum out-of-pocket exposure before comparing plans.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/medicare-cost-exposure-tool","tool","patients_caregivers","Medicare Cost Exposure Tool","Create a rough planning snapshot for premiums, deductibles, prescriptions, and coinsurance.","Open the tool","Same-page #tool anchor","0","Estimate Medicare costs","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/medicare-medicaid-eligibility-check","tool","patients_caregivers","Medicare and Medicaid Eligibility Check","Check possible Medicare, Medicaid, Medicare Savings Program, dual-eligibility, disability, pregnancy, child, and long-term-care pathways, then verify with official agencies.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","navigator","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/medicare-plan-verification-checklist","tool","patients_caregivers","Medicare Plan Verification Checklist","Verify providers, prescriptions, prior authorization, costs, travel, supplemental benefits, annual changes, and enrollment timing.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/obbb-overtime-deduction-estimator","tool","healthcare_workers","OBBB Overtime Deduction Estimator","Estimate qualifying overtime premium, the deduction cap, and rough federal income-tax savings.","Open the tool","Same-page #tool anchor","0","Estimate my overtime deduction","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/observation-vs-inpatient-status-guide","tool","everyone","Observation vs Inpatient Hospital Status Guide","Prepare the written-status, notice, coverage, skilled-care, discharge, and deadline questions to ask the hospital and payer.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/open-enrollment-final-checklist","tool","everyone","Open Enrollment Final Checklist","Run a final, printable review of health, tax account, disability, life, and supplemental elections.","Open the tool","Same-page #tool anchor","0","Build my enrollment checklist","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/open-enrollment-paycheck-impact-calculator","tool","everyone","Open Enrollment Paycheck Impact Calculator","Estimate how pre-tax and after-tax benefit elections may change take-home pay.","Open the tool","Same-page #tool anchor","0","Estimate my paycheck impact","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/open-enrollment-true-cost-calculator","tool","everyone","Open Enrollment True Cost Calculator","Compare health plans using premiums, expected care, employer contributions, deductible exposure, and worst-case annual cost.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","benefits_workspace","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/out-of-pocket-max-estimator","tool","everyone","Out-of-Pocket Maximum Estimator","Estimate remaining covered in-network cost-sharing exposure using deductible, copays, coinsurance, and current out-of-pocket progress.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/prior-authorization-next-step-guide","tool","patients_caregivers","Prior Authorization Next-Step Guide","Answer plain-English questions about a delayed, pending, or denied prior authorization and get a qualified action plan with provider questions, plan questions, documents, appeal checks, and official sources.","Route-specific page action","Route-specific destination","1","Route-specific page action","Route-specific destination","seo_pathway","already_compliant_decision_tool","existing contract retained","none","Preserve typed result architecture; do not replace it with a generic CTA panel."
"/tools/private-student-loan-payoff-calculator","tool","everyone","Private Student Loan Payoff Calculator","Compare a confirmed private-loan payoff plan with complete refinance-quote terms, total cost, fees, and safeguards.","Open the tool","Same-page #tool anchor","0","Compare payoff options","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/pslf-progress-estimator","tool","healthcare_workers","PSLF Progress Estimator","Estimate payments remaining to 120 and identify the records that still need official verification.","Open the tool","Same-page #tool anchor","0","Check my PSLF progress","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/roth-vs-traditional-decision-helper","tool","everyone","Roth vs Traditional Retirement Contribution Decision Helper","Compare current deduction value, possible future tax rates, pension income, cash flow, account mix, and retirement-access planning.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/state-medicaid-long-term-care-router","tool","patients_caregivers","State Medicaid and Long-Term Care Program Router","Find the official state starting point for Medicaid coverage, Medicare cost help, nursing-facility care, or home- and community-based services.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/tools/student-loan-path-finder","tool","everyone","Student Loan Path Finder","Separate federal forgiveness paths from private-loan payoff decisions before choosing a strategy.","Open the tool","Same-page #tool anchor","0","Find my repayment path","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/student-loan-payment-calculator","tool","everyone","Student Loan Payment Calculator","Estimate monthly payment, total paid, and interest over time for a balance, APR, and term.","Open the tool","Same-page #tool anchor","0","Estimate my loan payment","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/tools/supplemental-benefits-decision-helper","tool","everyone","Supplemental Benefits Decision Helper","Compare premiums and likely payout for accident, critical illness, and hospital indemnity coverage.","Open the tool","Same-page #tool anchor","0","Compare supplemental benefits","Same-page #tool anchor","none","changed","directional_cta_clicked or retained journey-specific event","outcome_specific_tool_primary","Measure meaningful tool continuation and completion, not click volume alone."
"/topics","hub_or_guide","everyone","Healthcare Finance Topic Guides","Explore organized topic guides for Medicare, Medicaid, workplace benefits, retirement accounts, health insurance, medical costs, and hospital economics.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/topics/behavior-burnout","topic","everyone","Behavior & Burnout Guide","Money habits that happen after hard shifts — without shame or fake discipline advice.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/topics/discounts-perks","topic","everyone","Healthcare Worker Discounts & Perks Guide","Use discounts as a tool, not as a shopping trigger.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
"/topics/health-insurance","topic","patients_caregivers","Health Insurance Guide","Premium, deductible, copay, coinsurance, out-of-pocket max — translated into normal English.","Route-specific page action","Route-specific destination","0","Route-specific page action","Route-specific destination","none","already_compliant","existing contract retained","none","Retain and regression-test the existing outcome language."
